icd10_code,icd10_definition,icd10_codes_L1,is_sci
S22008G,"other fracture of unspecified thoracic vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22008K,"other fracture of unspecified thoracic vertebra, subsequent encounter for fracture with nonunion",S220,0
S22008S,"other fracture of unspecified thoracic vertebra, sequela",S220,0
S22009A,"unspecified fracture of unspecified thoracic vertebra, initial encounter for closed fracture",S220,0
S22009B,"unspecified fracture of unspecified thoracic vertebra, initial encounter for open fracture",S220,0
S22009D,"unspecified fracture of unspecified thoracic vertebra, subsequent encounter for fracture with routine healing",S220,0
S22009G,"unspecified fracture of unspecified thoracic vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22009K,"unspecified fracture of unspecified thoracic vertebra, subsequent encounter for fracture with nonunion",S220,0
S22009S,"unspecified fracture of unspecified thoracic vertebra, sequela",S220,0
S22010A,"wedge compression fracture of first thoracic vertebra, initial encounter for closed fracture",S220,0
S22010B,"wedge compression fracture of first thoracic vertebra, initial encounter for open fracture",S220,0
S22010D,"wedge compression fracture of first thoracic vertebra, subsequent encounter for fracture with routine healing",S220,0
S22010G,"wedge compression fracture of first thoracic vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22010K,"wedge compression fracture of first thoracic vertebra, subsequent encounter for fracture with nonunion",S220,0
S22010S,"wedge compression fracture of first thoracic vertebra, sequela",S220,0
S22011A,"stable burst fracture of first thoracic vertebra, initial encounter for closed fracture",S220,0
S22011B,"stable burst fracture of first thoracic vertebra, initial encounter for open fracture",S220,0
S22011D,"stable burst fracture of first thoracic vertebra, subsequent encounter for fracture with routine healing",S220,0
S22011G,"stable burst fracture of first thoracic vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22011K,"stable burst fracture of first thoracic vertebra, subsequent encounter for fracture with nonunion",S220,0
S22011S,"stable burst fracture of first thoracic vertebra, sequela",S220,0
S22012A,"unstable burst fracture of first thoracic vertebra, initial encounter for closed fracture",S220,0
S22012B,"unstable burst fracture of first thoracic vertebra, initial encounter for open fracture",S220,0
S22012D,"unstable burst fracture of first thoracic vertebra, subsequent encounter for fracture with routine healing",S220,0
S22012G,"unstable burst fracture of first thoracic vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22012K,"unstable burst fracture of first thoracic vertebra, subsequent encounter for fracture with nonunion",S220,0
S22012S,"unstable burst fracture of first thoracic vertebra, sequela",S220,0
S22018A,"other fracture of first thoracic vertebra, initial encounter for closed fracture",S220,0
S22018B,"other fracture of first thoracic vertebra, initial encounter for open fracture",S220,0
S22018D,"other fracture of first thoracic vertebra, subsequent encounter for fracture with routine healing",S220,0
S22018G,"other fracture of first thoracic vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22018K,"other fracture of first thoracic vertebra, subsequent encounter for fracture with nonunion",S220,0
S22018S,"other fracture of first thoracic vertebra, sequela",S220,0
S22019A,"unspecified fracture of first thoracic vertebra, initial encounter for closed fracture",S220,0
S22019B,"unspecified fracture of first thoracic vertebra, initial encounter for open fracture",S220,0
S22019D,"unspecified fracture of first thoracic vertebra, subsequent encounter for fracture with routine healing",S220,0
S22019G,"unspecified fracture of first thoracic vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22019K,"unspecified fracture of first thoracic vertebra, subsequent encounter for fracture with nonunion",S220,0
S22019S,"unspecified fracture of first thoracic vertebra, sequela",S220,0
S22020A,"wedge compression fracture of second thoracic vertebra, initial encounter for closed fracture",S220,0
S22020B,"wedge compression fracture of second thoracic vertebra, initial encounter for open fracture",S220,0
S22020D,"wedge compression fracture of second thoracic vertebra, subsequent encounter for fracture with routine healing",S220,0
S22020G,"wedge compression fracture of second thoracic vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22020K,"wedge compression fracture of second thoracic vertebra, subsequent encounter for fracture with nonunion",S220,0
S22020S,"wedge compression fracture of second thoracic vertebra, sequela",S220,0
S22021A,"stable burst fracture of second thoracic vertebra, initial encounter for closed fracture",S220,0
S22021B,"stable burst fracture of second thoracic vertebra, initial encounter for open fracture",S220,0
S22021D,"stable burst fracture of second thoracic vertebra, subsequent encounter for fracture with routine healing",S220,0
S22021G,"stable burst fracture of second thoracic vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22021K,"stable burst fracture of second thoracic vertebra, subsequent encounter for fracture with nonunion",S220,0
S22021S,"stable burst fracture of second thoracic vertebra, sequela",S220,0
S22022A,"unstable burst fracture of second thoracic vertebra, initial encounter for closed fracture",S220,0
S22022B,"unstable burst fracture of second thoracic vertebra, initial encounter for open fracture",S220,0
S22022D,"unstable burst fracture of second thoracic vertebra, subsequent encounter for fracture with routine healing",S220,0
S22022G,"unstable burst fracture of second thoracic vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22022K,"unstable burst fracture of second thoracic vertebra, subsequent encounter for fracture with nonunion",S220,0
S22022S,"unstable burst fracture of second thoracic vertebra, sequela",S220,0
S22028A,"other fracture of second thoracic vertebra, initial encounter for closed fracture",S220,0
S22028B,"other fracture of second thoracic vertebra, initial encounter for open fracture",S220,0
S22028D,"other fracture of second thoracic vertebra, subsequent encounter for fracture with routine healing",S220,0
S22028G,"other fracture of second thoracic vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22028K,"other fracture of second thoracic vertebra, subsequent encounter for fracture with nonunion",S220,0
S22028S,"other fracture of second thoracic vertebra, sequela",S220,0
S22029A,"unspecified fracture of second thoracic vertebra, initial encounter for closed fracture",S220,0
S22029B,"unspecified fracture of second thoracic vertebra, initial encounter for open fracture",S220,0
S22029D,"unspecified fracture of second thoracic vertebra, subsequent encounter for fracture with routine healing",S220,0
S22029G,"unspecified fracture of second thoracic vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22029K,"unspecified fracture of second thoracic vertebra, subsequent encounter for fracture with nonunion",S220,0
S22029S,"unspecified fracture of second thoracic vertebra, sequela",S220,0
S22030A,"wedge compression fracture of third thoracic vertebra, initial encounter for closed fracture",S220,0
S22030B,"wedge compression fracture of third thoracic vertebra, initial encounter for open fracture",S220,0
S22030D,"wedge compression fracture of third thoracic vertebra, subsequent encounter for fracture with routine healing",S220,0
S22030G,"wedge compression fracture of third thoracic vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22030K,"wedge compression fracture of third thoracic vertebra, subsequent encounter for fracture with nonunion",S220,0
S22030S,"wedge compression fracture of third thoracic vertebra, sequela",S220,0
S22031A,"stable burst fracture of third thoracic vertebra, initial encounter for closed fracture",S220,0
S22031B,"stable burst fracture of third thoracic vertebra, initial encounter for open fracture",S220,0
S22031D,"stable burst fracture of third thoracic vertebra, subsequent encounter for fracture with routine healing",S220,0
S22031G,"stable burst fracture of third thoracic vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22031K,"stable burst fracture of third thoracic vertebra, subsequent encounter for fracture with nonunion",S220,0
S22031S,"stable burst fracture of third thoracic vertebra, sequela",S220,0
S22032A,"unstable burst fracture of third thoracic vertebra, initial encounter for closed fracture",S220,0
S22032B,"unstable burst fracture of third thoracic vertebra, initial encounter for open fracture",S220,0
S22032D,"unstable burst fracture of third thoracic vertebra, subsequent encounter for fracture with routine healing",S220,0
S22032G,"unstable burst fracture of third thoracic vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22032K,"unstable burst fracture of third thoracic vertebra, subsequent encounter for fracture with nonunion",S220,0
S22032S,"unstable burst fracture of third thoracic vertebra, sequela",S220,0
S22038A,"other fracture of third thoracic vertebra, initial encounter for closed fracture",S220,0
S22038B,"other fracture of third thoracic vertebra, initial encounter for open fracture",S220,0
S22038D,"other fracture of third thoracic vertebra, subsequent encounter for fracture with routine healing",S220,0
S22038G,"other fracture of third thoracic vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22038K,"other fracture of third thoracic vertebra, subsequent encounter for fracture with nonunion",S220,0
S22038S,"other fracture of third thoracic vertebra, sequela",S220,0
S22039A,"unspecified fracture of third thoracic vertebra, initial encounter for closed fracture",S220,0
S22039B,"unspecified fracture of third thoracic vertebra, initial encounter for open fracture",S220,0
S22039D,"unspecified fracture of third thoracic vertebra, subsequent encounter for fracture with routine healing",S220,0
S22039G,"unspecified fracture of third thoracic vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22039K,"unspecified fracture of third thoracic vertebra, subsequent encounter for fracture with nonunion",S220,0
S22039S,"unspecified fracture of third thoracic vertebra, sequela",S220,0
S22040A,"wedge compression fracture of fourth thoracic vertebra, initial encounter for closed fracture",S220,0
S22040B,"wedge compression fracture of fourth thoracic vertebra, initial encounter for open fracture",S220,0
S22040D,"wedge compression fracture of fourth thoracic vertebra, subsequent encounter for fracture with routine healing",S220,0
S22040G,"wedge compression fracture of fourth thoracic vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22040K,"wedge compression fracture of fourth thoracic vertebra, subsequent encounter for fracture with nonunion",S220,0
S22040S,"wedge compression fracture of fourth thoracic vertebra, sequela",S220,0
S22041A,"stable burst fracture of fourth thoracic vertebra, initial encounter for closed fracture",S220,0
S22041B,"stable burst fracture of fourth thoracic vertebra, initial encounter for open fracture",S220,0
S22041D,"stable burst fracture of fourth thoracic vertebra, subsequent encounter for fracture with routine healing",S220,0
S22041G,"stable burst fracture of fourth thoracic vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22041K,"stable burst fracture of fourth thoracic vertebra, subsequent encounter for fracture with nonunion",S220,0
S22041S,"stable burst fracture of fourth thoracic vertebra, sequela",S220,0
S22042A,"unstable burst fracture of fourth thoracic vertebra, initial encounter for closed fracture",S220,0
S22042B,"unstable burst fracture of fourth thoracic vertebra, initial encounter for open fracture",S220,0
S22042D,"unstable burst fracture of fourth thoracic vertebra, subsequent encounter for fracture with routine healing",S220,0
S22042G,"unstable burst fracture of fourth thoracic vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22042K,"unstable burst fracture of fourth thoracic vertebra, subsequent encounter for fracture with nonunion",S220,0
S22042S,"unstable burst fracture of fourth thoracic vertebra, sequela",S220,0
S22048A,"other fracture of fourth thoracic vertebra, initial encounter for closed fracture",S220,0
S22048B,"other fracture of fourth thoracic vertebra, initial encounter for open fracture",S220,0
S22048D,"other fracture of fourth thoracic vertebra, subsequent encounter for fracture with routine healing",S220,0
S22048G,"other fracture of fourth thoracic vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22048K,"other fracture of fourth thoracic vertebra, subsequent encounter for fracture with nonunion",S220,0
S22048S,"other fracture of fourth thoracic vertebra, sequela",S220,0
S22049A,"unspecified fracture of fourth thoracic vertebra, initial encounter for closed fracture",S220,0
S22049B,"unspecified fracture of fourth thoracic vertebra, initial encounter for open fracture",S220,0
S22049D,"unspecified fracture of fourth thoracic vertebra, subsequent encounter for fracture with routine healing",S220,0
S22049G,"unspecified fracture of fourth thoracic vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22049K,"unspecified fracture of fourth thoracic vertebra, subsequent encounter for fracture with nonunion",S220,0
S22049S,"unspecified fracture of fourth thoracic vertebra, sequela",S220,0
S22050A,"wedge compression fracture of t5-t6 vertebra, initial encounter for closed fracture",S220,0
S22050B,"wedge compression fracture of t5-t6 vertebra, initial encounter for open fracture",S220,0
S22050D,"wedge compression fracture of t5-t6 vertebra, subsequent encounter for fracture with routine healing",S220,0
S22050G,"wedge compression fracture of t5-t6 vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22050K,"wedge compression fracture of t5-t6 vertebra, subsequent encounter for fracture with nonunion",S220,0
S22050S,"wedge compression fracture of t5-t6 vertebra, sequela",S220,0
S22051A,"stable burst fracture of t5-t6 vertebra, initial encounter for closed fracture",S220,0
S22051B,"stable burst fracture of t5-t6 vertebra, initial encounter for open fracture",S220,0
S22051D,"stable burst fracture of t5-t6 vertebra, subsequent encounter for fracture with routine healing",S220,0
S22051G,"stable burst fracture of t5-t6 vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22051K,"stable burst fracture of t5-t6 vertebra, subsequent encounter for fracture with nonunion",S220,0
S22051S,"stable burst fracture of t5-t6 vertebra, sequela",S220,0
S22052A,"unstable burst fracture of t5-t6 vertebra, initial encounter for closed fracture",S220,0
S22052B,"unstable burst fracture of t5-t6 vertebra, initial encounter for open fracture",S220,0
S22052D,"unstable burst fracture of t5-t6 vertebra, subsequent encounter for fracture with routine healing",S220,0
S22052G,"unstable burst fracture of t5-t6 vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22052K,"unstable burst fracture of t5-t6 vertebra, subsequent encounter for fracture with nonunion",S220,0
S22052S,"unstable burst fracture of t5-t6 vertebra, sequela",S220,0
S22058A,"other fracture of t5-t6 vertebra, initial encounter for closed fracture",S220,0
S22058B,"other fracture of t5-t6 vertebra, initial encounter for open fracture",S220,0
S22058D,"other fracture of t5-t6 vertebra, subsequent encounter for fracture with routine healing",S220,0
S22058G,"other fracture of t5-t6 vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22058K,"other fracture of t5-t6 vertebra, subsequent encounter for fracture with nonunion",S220,0
S22058S,"other fracture of t5-t6 vertebra, sequela",S220,0
S22059A,"unspecified fracture of t5-t6 vertebra, initial encounter for closed fracture",S220,0
S22059B,"unspecified fracture of t5-t6 vertebra, initial encounter for open fracture",S220,0
S22059D,"unspecified fracture of t5-t6 vertebra, subsequent encounter for fracture with routine healing",S220,0
S22059G,"unspecified fracture of t5-t6 vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22059K,"unspecified fracture of t5-t6 vertebra, subsequent encounter for fracture with nonunion",S220,0
S22059S,"unspecified fracture of t5-t6 vertebra, sequela",S220,0
S22060A,"wedge compression fracture of t7-t8 vertebra, initial encounter for closed fracture",S220,0
S22060B,"wedge compression fracture of t7-t8 vertebra, initial encounter for open fracture",S220,0
S22060D,"wedge compression fracture of t7-t8 vertebra, subsequent encounter for fracture with routine healing",S220,0
S22060G,"wedge compression fracture of t7-t8 vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22060K,"wedge compression fracture of t7-t8 vertebra, subsequent encounter for fracture with nonunion",S220,0
S22060S,"wedge compression fracture of t7-t8 vertebra, sequela",S220,0
S22061A,"stable burst fracture of t7-t8 vertebra, initial encounter for closed fracture",S220,0
S22061B,"stable burst fracture of t7-t8 vertebra, initial encounter for open fracture",S220,0
S22061D,"stable burst fracture of t7-t8 vertebra, subsequent encounter for fracture with routine healing",S220,0
S22061G,"stable burst fracture of t7-t8 vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22061K,"stable burst fracture of t7-t8 vertebra, subsequent encounter for fracture with nonunion",S220,0
S22061S,"stable burst fracture of t7-t8 vertebra, sequela",S220,0
S22062A,"unstable burst fracture of t7-t8 vertebra, initial encounter for closed fracture",S220,0
S22062B,"unstable burst fracture of t7-t8 vertebra, initial encounter for open fracture",S220,0
S22062D,"unstable burst fracture of t7-t8 vertebra, subsequent encounter for fracture with routine healing",S220,0
S22062G,"unstable burst fracture of t7-t8 vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22062K,"unstable burst fracture of t7-t8 vertebra, subsequent encounter for fracture with nonunion",S220,0
S22062S,"unstable burst fracture of t7-t8 vertebra, sequela",S220,0
S22068A,"other fracture of t7-t8 thoracic vertebra, initial encounter for closed fracture",S220,0
S22068B,"other fracture of t7-t8 thoracic vertebra, initial encounter for open fracture",S220,0
S22068D,"other fracture of t7-t8 thoracic vertebra, subsequent encounter for fracture with routine healing",S220,0
S22068G,"other fracture of t7-t8 thoracic vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22068K,"other fracture of t7-t8 thoracic vertebra, subsequent encounter for fracture with nonunion",S220,0
S22068S,"other fracture of t7-t8 thoracic vertebra, sequela",S220,0
S22069A,"unspecified fracture of t7-t8 vertebra, initial encounter for closed fracture",S220,0
S22069B,"unspecified fracture of t7-t8 vertebra, initial encounter for open fracture",S220,0
S22069D,"unspecified fracture of t7-t8 vertebra, subsequent encounter for fracture with routine healing",S220,0
S22069G,"unspecified fracture of t7-t8 vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22069K,"unspecified fracture of t7-t8 vertebra, subsequent encounter for fracture with nonunion",S220,0
S22069S,"unspecified fracture of t7-t8 vertebra, sequela",S220,0
S22070A,"wedge compression fracture of t9-t10 vertebra, initial encounter for closed fracture",S220,0
S22070B,"wedge compression fracture of t9-t10 vertebra, initial encounter for open fracture",S220,0
S22070D,"wedge compression fracture of t9-t10 vertebra, subsequent encounter for fracture with routine healing",S220,0
S22070G,"wedge compression fracture of t9-t10 vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22070K,"wedge compression fracture of t9-t10 vertebra, subsequent encounter for fracture with nonunion",S220,0
S22070S,"wedge compression fracture of t9-t10 vertebra, sequela",S220,0
S22071A,"stable burst fracture of t9-t10 vertebra, initial encounter for closed fracture",S220,0
S22071B,"stable burst fracture of t9-t10 vertebra, initial encounter for open fracture",S220,0
S22071D,"stable burst fracture of t9-t10 vertebra, subsequent encounter for fracture with routine healing",S220,0
S22071G,"stable burst fracture of t9-t10 vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22071K,"stable burst fracture of t9-t10 vertebra, subsequent encounter for fracture with nonunion",S220,0
S22071S,"stable burst fracture of t9-t10 vertebra, sequela",S220,0
S22072A,"unstable burst fracture of t9-t10 vertebra, initial encounter for closed fracture",S220,0
S22072B,"unstable burst fracture of t9-t10 vertebra, initial encounter for open fracture",S220,0
S22072D,"unstable burst fracture of t9-t10 vertebra, subsequent encounter for fracture with routine healing",S220,0
S22072G,"unstable burst fracture of t9-t10 vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22072K,"unstable burst fracture of t9-t10 vertebra, subsequent encounter for fracture with nonunion",S220,0
S22072S,"unstable burst fracture of t9-t10 vertebra, sequela",S220,0
S22078A,"other fracture of t9-t10 vertebra, initial encounter for closed fracture",S220,0
S22078B,"other fracture of t9-t10 vertebra, initial encounter for open fracture",S220,0
S22078D,"other fracture of t9-t10 vertebra, subsequent encounter for fracture with routine healing",S220,0
S22078G,"other fracture of t9-t10 vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22078K,"other fracture of t9-t10 vertebra, subsequent encounter for fracture with nonunion",S220,0
S22078S,"other fracture of t9-t10 vertebra, sequela",S220,0
S22079A,"unspecified fracture of t9-t10 vertebra, initial encounter for closed fracture",S220,0
S22079B,"unspecified fracture of t9-t10 vertebra, initial encounter for open fracture",S220,0
S22079D,"unspecified fracture of t9-t10 vertebra, subsequent encounter for fracture with routine healing",S220,0
S22079G,"unspecified fracture of t9-t10 vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22079K,"unspecified fracture of t9-t10 vertebra, subsequent encounter for fracture with nonunion",S220,0
S22079S,"unspecified fracture of t9-t10 vertebra, sequela",S220,0
S22080A,"wedge compression fracture of t11-t12 vertebra, initial encounter for closed fracture",S220,0
S22080B,"wedge compression fracture of t11-t12 vertebra, initial encounter for open fracture",S220,0
S22080D,"wedge compression fracture of t11-t12 vertebra, subsequent encounter for fracture with routine healing",S220,0
S22080G,"wedge compression fracture of t11-t12 vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22080K,"wedge compression fracture of t11-t12 vertebra, subsequent encounter for fracture with nonunion",S220,0
S22080S,"wedge compression fracture of t11-t12 vertebra, sequela",S220,0
S22081A,"stable burst fracture of t11-t12 vertebra, initial encounter for closed fracture",S220,0
S22081B,"stable burst fracture of t11-t12 vertebra, initial encounter for open fracture",S220,0
S22081D,"stable burst fracture of t11-t12 vertebra, subsequent encounter for fracture with routine healing",S220,0
S22081G,"stable burst fracture of t11-t12 vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22081K,"stable burst fracture of t11-t12 vertebra, subsequent encounter for fracture with nonunion",S220,0
S22081S,"stable burst fracture of t11-t12 vertebra, sequela",S220,0
S22082A,"unstable burst fracture of t11-t12 vertebra, initial encounter for closed fracture",S220,0
S22082B,"unstable burst fracture of t11-t12 vertebra, initial encounter for open fracture",S220,0
S22082D,"unstable burst fracture of t11-t12 vertebra, subsequent encounter for fracture with routine healing",S220,0
S22082G,"unstable burst fracture of t11-t12 vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22082K,"unstable burst fracture of t11-t12 vertebra, subsequent encounter for fracture with nonunion",S220,0
S22082S,"unstable burst fracture of t11-t12 vertebra, sequela",S220,0
S22088A,"other fracture of t11-t12 vertebra, initial encounter for closed fracture",S220,0
S22088B,"other fracture of t11-t12 vertebra, initial encounter for open fracture",S220,0
S22088D,"other fracture of t11-t12 vertebra, subsequent encounter for fracture with routine healing",S220,0
S22088G,"other fracture of t11-t12 vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22088K,"other fracture of t11-t12 vertebra, subsequent encounter for fracture with nonunion",S220,0
S22088S,"other fracture of t11-t12 vertebra, sequela",S220,0
S22089A,"unspecified fracture of t11-t12 vertebra, initial encounter for closed fracture",S220,0
S22089B,"unspecified fracture of t11-t12 vertebra, initial encounter for open fracture",S220,0
S22089D,"unspecified fracture of t11-t12 vertebra, subsequent encounter for fracture with routine healing",S220,0
S22089G,"unspecified fracture of t11-t12 vertebra, subsequent encounter for fracture with delayed healing",S220,0
S22089K,"unspecified fracture of t11-t12 vertebra, subsequent encounter for fracture with nonunion",S220,0
S22089S,"unspecified fracture of t11-t12 vertebra, sequela",S220,0
S240XXA,"concussion and edema of thoracic spinal cord, initial encounter",S240,1
S240XXD,"concussion and edema of thoracic spinal cord, subsequent encounter",S240,1
S240XXS,"concussion and edema of thoracic spinal cord, sequela",S240,1
S24101A,"unspecified injury at t1 level of thoracic spinal cord, initial encounter",S241,1
S24101D,"unspecified injury at t1 level of thoracic spinal cord, subsequent encounter",S241,1
S24101S,"unspecified injury at t1 level of thoracic spinal cord, sequela",S241,1
S24102A,"unspecified injury at t2-t6 level of thoracic spinal cord, initial encounter",S241,1
S24102D,"unspecified injury at t2-t6 level of thoracic spinal cord, subsequent encounter",S241,1
S24102S,"unspecified injury at t2-t6 level of thoracic spinal cord, sequela",S241,1
S24103A,"unspecified injury at t7-t10 level of thoracic spinal cord, initial encounter",S241,1
S24103D,"unspecified injury at t7-t10 level of thoracic spinal cord, subsequent encounter",S241,1
S24103S,"unspecified injury at t7-t10 level of thoracic spinal cord, sequela",S241,1
S24104A,"unspecified injury at t11-t12 level of thoracic spinal cord, initial encounter",S241,1
S24104D,"unspecified injury at t11-t12 level of thoracic spinal cord, subsequent encounter",S241,1
S24104S,"unspecified injury at t11-t12 level of thoracic spinal cord, sequela",S241,1
S24109A,"unspecified injury at unspecified level of thoracic spinal cord, initial encounter",S241,1
S24109D,"unspecified injury at unspecified level of thoracic spinal cord, subsequent encounter",S241,1
S24109S,"unspecified injury at unspecified level of thoracic spinal cord, sequela",S241,1
S24111A,"complete lesion at t1 level of thoracic spinal cord, initial encounter",S241,1
S24111D,"complete lesion at t1 level of thoracic spinal cord, subsequent encounter",S241,1
S24111S,"complete lesion at t1 level of thoracic spinal cord, sequela",S241,1
S24112A,"complete lesion at t2-t6 level of thoracic spinal cord, initial encounter",S241,1
S24112D,"complete lesion at t2-t6 level of thoracic spinal cord, subsequent encounter",S241,1
S24112S,"complete lesion at t2-t6 level of thoracic spinal cord, sequela",S241,1
S24113A,"complete lesion at t7-t10 level of thoracic spinal cord, initial encounter",S241,1
S24113D,"complete lesion at t7-t10 level of thoracic spinal cord, subsequent encounter",S241,1
S24113S,"complete lesion at t7-t10 level of thoracic spinal cord, sequela",S241,1
S24114A,"complete lesion at t11-t12 level of thoracic spinal cord, initial encounter",S241,1
S24114D,"complete lesion at t11-t12 level of thoracic spinal cord, subsequent encounter",S241,1
S24114S,"complete lesion at t11-t12 level of thoracic spinal cord, sequela",S241,1
S24119A,"complete lesion at unspecified level of thoracic spinal cord, initial encounter",S241,1
S24119D,"complete lesion at unspecified level of thoracic spinal cord, subsequent encounter",S241,1
S24119S,"complete lesion at unspecified level of thoracic spinal cord, sequela",S241,1
S24131A,"anterior cord syndrome at t1 level of thoracic spinal cord, initial encounter",S241,1
S24131D,"anterior cord syndrome at t1 level of thoracic spinal cord, subsequent encounter",S241,1
S24131S,"anterior cord syndrome at t1 level of thoracic spinal cord, sequela",S241,1
S24132A,"anterior cord syndrome at t2-t6 level of thoracic spinal cord, initial encounter",S241,1
S24132D,"anterior cord syndrome at t2-t6 level of thoracic spinal cord, subsequent encounter",S241,1
S24132S,"anterior cord syndrome at t2-t6 level of thoracic spinal cord, sequela",S241,1
S24133A,"anterior cord syndrome at t7-t10 level of thoracic spinal cord, initial encounter",S241,1
S24133D,"anterior cord syndrome at t7-t10 level of thoracic spinal cord, subsequent encounter",S241,1
S24133S,"anterior cord syndrome at t7-t10 level of thoracic spinal cord, sequela",S241,1
S24134A,"anterior cord syndrome at t11-t12 level of thoracic spinal cord, initial encounter",S241,1
S24134D,"anterior cord syndrome at t11-t12 level of thoracic spinal cord, subsequent encounter",S241,1
S24134S,"anterior cord syndrome at t11-t12 level of thoracic spinal cord, sequela",S241,1
S24139A,"anterior cord syndrome at unspecified level of thoracic spinal cord, initial encounter",S241,1
S24139D,"anterior cord syndrome at unspecified level of thoracic spinal cord, subsequent encounter",S241,1
S24139S,"anterior cord syndrome at unspecified level of thoracic spinal cord, sequela",S241,1
S24141A,"brown-sequard syndrome at t1 level of thoracic spinal cord, initial encounter",S241,1
S24141D,"brown-sequard syndrome at t1 level of thoracic spinal cord, subsequent encounter",S241,1
S24141S,"brown-sequard syndrome at t1 level of thoracic spinal cord, sequela",S241,1
S24142A,"brown-sequard syndrome at t2-t6 level of thoracic spinal cord, initial encounter",S241,1
S24142D,"brown-sequard syndrome at t2-t6 level of thoracic spinal cord, subsequent encounter",S241,1
S24142S,"brown-sequard syndrome at t2-t6 level of thoracic spinal cord, sequela",S241,1
S24143A,"brown-sequard syndrome at t7-t10 level of thoracic spinal cord, initial encounter",S241,1
S24143D,"brown-sequard syndrome at t7-t10 level of thoracic spinal cord, subsequent encounter",S241,1
S24143S,"brown-sequard syndrome at t7-t10 level of thoracic spinal cord, sequela",S241,1
S24144A,"brown-sequard syndrome at t11-t12 level of thoracic spinal cord, initial encounter",S241,1
S24144D,"brown-sequard syndrome at t11-t12 level of thoracic spinal cord, subsequent encounter",S241,1
S24144S,"brown-sequard syndrome at t11-t12 level of thoracic spinal cord, sequela",S241,1
S24149A,"brown-sequard syndrome at unspecified level of thoracic spinal cord, initial encounter",S241,1
S24149D,"brown-sequard syndrome at unspecified level of thoracic spinal cord, subsequent encounter",S241,1
S24149S,"brown-sequard syndrome at unspecified level of thoracic spinal cord, sequela",S241,1
S24151A,"other incomplete lesion at t1 level of thoracic spinal cord, initial encounter",S241,1
S24151D,"other incomplete lesion at t1 level of thoracic spinal cord, subsequent encounter",S241,1
S24151S,"other incomplete lesion at t1 level of thoracic spinal cord, sequela",S241,1
S24152A,"other incomplete lesion at t2-t6 level of thoracic spinal cord, initial encounter",S241,1
S24152D,"other incomplete lesion at t2-t6 level of thoracic spinal cord, subsequent encounter",S241,1
S24152S,"other incomplete lesion at t2-t6 level of thoracic spinal cord, sequela",S241,1
S24153A,"other incomplete lesion at t7-t10 level of thoracic spinal cord, initial encounter",S241,1
S24153D,"other incomplete lesion at t7-t10 level of thoracic spinal cord, subsequent encounter",S241,1
S24153S,"other incomplete lesion at t7-t10 level of thoracic spinal cord, sequela",S241,1
S24154A,"other incomplete lesion at t11-t12 level of thoracic spinal cord, initial encounter",S241,1
S24154D,"other incomplete lesion at t11-t12 level of thoracic spinal cord, subsequent encounter",S241,1
S24154S,"other incomplete lesion at t11-t12 level of thoracic spinal cord, sequela",S241,1
S24159A,"other incomplete lesion at unspecified level of thoracic spinal cord, initial encounter",S241,1
S24159D,"other incomplete lesion at unspecified level of thoracic spinal cord, subsequent encounter",S241,1
